Latitude,Longitude,Date,Depth_m,SST_C,Salinity_PSU,Chlorophyll_mg_m3,Tide,Moon_Phase,Fish_Species,Catch_kg
8.7811,79.6129,2024-08-14,20,30.13,33.74,0.83,Low,Waxing,Anchovy,43.4
9.0221,79.6548,2024-09-27,100,27.53,35.86,1.14,Low,Waxing,Anchovy,123.8
9.2766,78.4887,2023-09-09,20,26.17,35.84,0.37,High,Waning,Pomfret,120.9
10.1272,78.6703,2023-11-05,70,28.11,34.56,0.44,Low,Full Moon,Pomfret,114.6
9.4579,78.2118,2023-03-28,20,29.31,35.23,1.76,Low,New Moon,Sardine,11.9
9.4393,79.2152,2024-03-01,70,29.6,35.82,0.94,High,Waxing,Pomfret,32.8
8.0469,79.4168,2024-12-01,20,30.14,33.82,0.94,High,New Moon,Pomfret,30.9
9.4119,78.7793,2024-09-07,30,27.64,34.02,0.16,High,New Moon,Pomfret,60.6
10.4427,78.3161,2024-03-19,10,27.75,34.49,0.11,Low,Waning,Sardine,98.9
9.2675,78.1069,2023-03-23,30,27.52,35.01,1.24,High,Waning,Seer Fish,120.4
8.3302,78.4873,2023-05-06,100,30.62,35.66,1.2,High,Quarter,Mackerel,106.0
9.1017,79.4934,2024-06-29,70,26.33,35.56,0.16,High,New Moon,Sardine,114.2
9.1956,78.3984,2024-05-09,100,26.44,35.77,0.64,High,Waxing,Anchovy,91.2
8.1148,78.1055,2023-06-21,30,30.43,33.82,0.52,High,Waxing,Seer Fish,119.9
9.3047,78.3927,2023-09-19,70,29.8,33.39,0.82,High,Waxing,Anchovy,111.5
8.5152,79.1935,2023-07-26,30,26.23,33.31,0.78,Low,Quarter,Tuna,146.5
9.2426,79.5578,2024-09-11,70,26.66,33.11,1.83,High,Waxing,Pomfret,72.7
9.2747,78.876,2024-04-12,20,28.97,33.78,1.46,High,New Moon,Seer Fish,145.1
8.1668,77.6409,2024-11-28,30,30.87,33.29,1.28,Low,Quarter,Anchovy,112.7
8.5507,78.5049,2024-05-06,5,27.34,34.03,1.85,Low,Waxing,Mackerel,130.7
9.2938,79.6047,2023-12-08,20,28.31,35.14,1.61,High,Full Moon,Mackerel,135.3
8.4808,79.3862,2023-12-05,50,27.12,35.68,1.15,High,Quarter,Anchovy,75.4
9.2859,77.8908,2023-01-20,10,27.29,35.72,1.93,High,Full Moon,Mackerel,17.8
8.4075,79.7051,2023-02-28,50,30.4,33.03,1.17,Low,New Moon,Mackerel,49.6
8.7775,79.0811,2023-02-10,70,28.32,34.42,1.54,High,Quarter,Tuna,32.4
8.8114,78.0548,2024-08-29,30,28.76,33.95,0.86,High,Waning,Seer Fish,7.1
8.1097,77.8914,2024-02-13,100,28.54,34.23,1.02,Low,Waxing,Tuna,8.4
8.0171,79.9205,2024-08-03,10,26.14,34.4,1.78,High,New Moon,Pomfret,111.0
10.1935,79.1035,2023-08-17,50,26.69,34.8,1.8,Low,New Moon,Mackerel,143.3
8.5735,78.1157,2023-07-13,30,29.31,35.6,0.62,Low,Full Moon,Seer Fish,124.5
8.2177,79.0678,2024-01-07,30,27.64,35.47,1.12,Low,Waxing,Seer Fish,105.3
9.364,78.471,2023-09-24,100,30.01,35.6,0.55,High,Quarter,Mackerel,42.2
9.126,79.0214,2023-12-13,5,28.19,34.13,0.65,Low,Full Moon,Pomfret,77.0
8.2127,78.3742,2023-09-09,10,29.68,35.91,1.3,Low,Waxing,Tuna,30.3
9.724,79.7396,2023-03-14,50,29.4,34.41,0.36,High,Waxing,Anchovy,134.5
10.3216,77.5038,2024-05-04,5,27.66,35.27,1.52,Low,Waning,Pomfret,75.7
9.0187,78.0333,2023-07-05,50,30.04,33.61,0.49,High,Quarter,Anchovy,28.5
9.8499,78.028,2023-04-07,5,28.84,35.48,1.39,High,Waxing,Sardine,48.0
8.747,77.5743,2024-03-19,100,29.14,34.53,1.9,High,New Moon,Sardine,35.1
9.3594,77.9283,2024-01-13,70,27.66,33.41,1.87,Low,Waning,Mackerel,131.2
9.2711,77.6764,2024-08-11,20,28.39,33.94,1.47,High,Waning,Anchovy,9.0
8.0328,78.3281,2024-11-21,20,30.0,33.5,1.18,High,Waning,Anchovy,52.9
8.2091,78.6773,2024-05-12,10,27.06,35.12,0.42,Low,Waxing,Seer Fish,115.3
10.4343,79.8961,2023-09-07,5,28.62,34.62,0.53,Low,Waning,Seer Fish,137.9
10.2959,79.4123,2024-04-05,50,30.75,34.67,0.25,Low,Quarter,Mackerel,73.1
9.0878,78.1399,2024-07-25,100,29.56,33.27,0.55,Low,Full Moon,Tuna,140.8
9.2487,77.747,2024-05-23,5,27.53,33.39,1.48,Low,Quarter,Sardine,12.3
8.7939,79.0408,2023-11-17,30,28.52,35.85,0.66,High,Waxing,Anchovy,69.1
8.2709,78.1706,2023-10-05,20,27.17,34.53,0.71,Low,Full Moon,Sardine,108.8
9.8577,78.8747,2024-11-09,30,30.44,35.44,1.03,Low,Waning,Mackerel,81.1
8.4883,77.9622,2023-11-08,10,29.3,35.36,1.95,High,Full Moon,Pomfret,32.2
9.0413,78.9579,2023-08-10,50,30.1,35.9,1.06,Low,Waxing,Anchovy,83.3
10.0615,78.7405,2023-05-07,10,27.58,33.04,0.76,Low,Quarter,Mackerel,40.4
9.4455,78.356,2023-01-28,100,29.25,35.97,1.76,Low,Waning,Seer Fish,144.1
8.5662,79.8713,2023-01-28,30,27.45,34.78,1.05,Low,Waxing,Mackerel,19.6
9.8043,78.0104,2024-05-01,20,28.05,33.6,1.37,High,Full Moon,Tuna,131.7
8.6771,78.6572,2023-02-12,10,30.01,35.73,1.03,High,Waxing,Anchovy,10.0
9.3982,77.9902,2023-08-01,20,30.13,33.57,1.52,Low,Waning,Sardine,118.6
8.7918,79.866,2024-01-23,20,29.6,34.16,1.83,High,Waning,Sardine,67.9
8.2978,77.9248,2023-04-16,50,29.07,33.06,1.36,Low,Full Moon,Sardine,7.1
10.1222,79.4856,2024-06-05,50,26.25,35.05,0.41,Low,Waxing,Mackerel,92.9
8.486,78.9282,2024-10-16,10,26.89,34.26,0.77,Low,Full Moon,Seer Fish,33.3
9.6365,79.357,2023-11-26,30,28.98,35.19,1.27,Low,Full Moon,Tuna,132.2
8.9961,79.2714,2023-09-02,50,26.49,35.33,0.75,High,New Moon,Pomfret,42.0
9.1373,79.4662,2024-09-13,50,26.99,34.26,0.5,High,New Moon,Mackerel,134.4
10.0083,78.4223,2023-09-25,30,29.63,34.55,1.68,Low,Full Moon,Sardine,23.0
8.6761,78.3592,2024-06-10,20,27.89,34.69,1.77,High,Quarter,Seer Fish,113.0
9.9654,78.9729,2023-01-11,10,28.95,33.29,1.53,High,Waning,Sardine,128.8
10.4572,77.5893,2024-10-24,10,28.84,34.66,1.11,High,New Moon,Seer Fish,14.4
8.09,79.6159,2024-11-18,5,30.4,35.72,1.4,Low,Full Moon,Anchovy,74.6
10.0586,78.9309,2024-11-01,50,30.14,33.3,1.75,Low,New Moon,Seer Fish,81.3
8.6104,79.3441,2024-12-19,10,26.88,33.09,0.4,Low,Quarter,Tuna,10.6
10.0457,78.1247,2023-06-19,70,28.43,34.42,1.51,High,New Moon,Pomfret,50.9
10.0944,79.6931,2024-02-22,100,27.97,33.31,1.41,High,New Moon,Anchovy,73.6
9.9139,79.5289,2023-08-21,50,27.29,33.68,0.64,Low,Full Moon,Pomfret,15.3
9.8579,78.6075,2023-04-24,10,27.55,34.17,1.81,High,Waning,Pomfret,34.5
9.264,78.9666,2024-12-03,20,26.26,33.81,1.35,Low,Waxing,Seer Fish,41.0
8.426,79.912,2023-02-27,50,30.12,34.63,0.68,Low,Waxing,Seer Fish,52.0
10.2217,78.1702,2023-05-06,10,30.59,34.21,1.08,Low,Full Moon,Anchovy,86.2
8.3681,77.6681,2023-03-25,30,27.09,33.23,0.11,High,New Moon,Tuna,65.0
9.2455,78.8942,2023-08-01,5,29.96,33.68,0.62,High,Waxing,Tuna,131.3
8.9607,79.0176,2023-11-25,100,26.26,33.74,0.22,Low,New Moon,Anchovy,97.4
8.4712,79.0507,2023-12-16,70,29.05,34.48,1.29,Low,Full Moon,Pomfret,139.9
9.9949,79.7614,2024-03-19,50,29.71,35.77,0.23,High,Full Moon,Sardine,45.9
8.9476,78.2372,2024-02-19,10,28.35,33.2,1.87,Low,Quarter,Anchovy,142.5
9.5349,79.4646,2023-11-08,70,28.17,33.9,0.21,Low,Waxing,Tuna,28.6
9.1342,77.9309,2023-11-14,50,29.25,34.25,0.3,High,Full Moon,Tuna,34.3
10.0966,78.9025,2023-07-13,10,26.06,33.32,0.14,Low,Full Moon,Anchovy,54.2
9.0668,79.6411,2023-01-29,10,30.46,34.62,0.1,Low,Waning,Anchovy,28.3
8.8904,78.6563,2023-09-09,70,26.34,33.32,0.96,Low,Quarter,Mackerel,141.9
9.2244,78.3072,2024-02-13,5,29.85,34.78,0.9,Low,Waxing,Sardine,63.6
8.8187,78.3723,2023-09-03,100,27.26,34.79,1.9,Low,Waning,Sardine,52.3
9.215,79.7114,2023-03-30,50,28.49,35.78,1.69,Low,New Moon,Seer Fish,75.1
8.4813,79.0299,2023-06-02,10,28.23,33.4,1.93,Low,New Moon,Tuna,117.9
9.8456,79.3678,2023-11-25,100,29.89,33.9,1.42,High,Quarter,Sardine,80.6
8.9961,77.8428,2023-07-25,5,28.17,35.25,1.92,Low,Waning,Seer Fish,143.3
9.8518,77.9389,2023-01-03,100,28.57,35.73,1.65,Low,New Moon,Pomfret,28.6
9.83,78.0482,2023-02-19,50,26.21,34.16,1.17,High,New Moon,Pomfret,107.2
8.6776,79.1942,2024-05-11,20,27.42,35.6,1.23,High,Waxing,Pomfret,107.4
9.7296,78.0892,2023-11-09,50,30.27,33.88,1.91,High,Quarter,Pomfret,7.9
8.1922,78.9011,2023-11-28,100,30.08,34.09,0.76,Low,New Moon,Sardine,85.2
8.4065,79.5428,2023-08-30,20,28.14,33.15,0.1,Low,Quarter,Tuna,56.6
9.641,79.369,2023-07-24,100,26.97,33.46,1.84,Low,New Moon,Tuna,88.7
9.8569,78.4525,2023-04-09,70,26.26,33.95,1.77,Low,Full Moon,Tuna,11.5
8.9401,77.6029,2024-10-08,30,30.55,33.5,0.7,Low,Full Moon,Tuna,98.4
9.1978,79.1595,2023-05-16,10,30.04,33.55,1.25,High,New Moon,Pomfret,41.9
9.0497,78.4992,2024-09-21,70,27.27,33.95,1.61,Low,Waning,Sardine,83.8
10.0301,79.6011,2023-08-23,5,30.67,34.71,1.19,Low,Full Moon,Mackerel,130.9
8.955,79.4818,2023-09-18,20,27.35,34.24,1.89,Low,Full Moon,Mackerel,107.6
8.9349,78.3065,2024-08-18,70,27.96,33.94,1.04,High,Waxing,Tuna,109.9
9.8842,78.7507,2023-10-09,10,29.84,34.92,0.32,High,New Moon,Pomfret,116.2
10.2642,79.654,2023-05-07,70,30.51,33.52,1.57,Low,Full Moon,Anchovy,39.7
10.3382,78.6114,2024-08-10,10,26.43,33.8,1.09,High,Quarter,Tuna,87.1
8.8494,77.9548,2024-01-23,30,30.24,34.1,0.21,High,Waxing,Pomfret,128.0
8.2983,78.2773,2024-06-05,70,26.05,33.13,0.6,High,Waxing,Mackerel,35.1
10.4101,77.6179,2024-12-10,20,30.51,35.1,0.79,Low,Waxing,Anchovy,30.0
8.9789,77.8834,2024-06-09,10,30.54,34.85,1.34,Low,New Moon,Mackerel,51.1
9.1794,79.1454,2024-01-27,30,29.0,35.22,0.66,Low,Waxing,Seer Fish,118.3
10.2338,79.2244,2024-11-04,5,29.98,34.76,0.99,Low,Waning,Tuna,38.4
9.5291,79.9891,2024-04-15,100,28.81,34.93,0.97,Low,Full Moon,Pomfret,77.5
8.5566,77.6415,2023-02-22,100,30.54,33.42,1.68,Low,Full Moon,Pomfret,71.8
8.1587,78.1149,2024-10-13,30,28.96,33.83,2.0,High,Full Moon,Anchovy,75.4
9.0534,77.6375,2023-08-01,10,26.59,33.76,0.15,Low,Waning,Sardine,5.9
9.2628,79.1769,2024-03-22,10,26.22,33.53,0.31,High,Full Moon,Sardine,89.4
10.1894,78.5657,2023-06-12,5,28.52,34.03,0.5,Low,Quarter,Anchovy,102.3
8.5921,79.2384,2024-01-10,10,30.54,34.58,0.79,High,New Moon,Pomfret,146.3
9.6624,77.6918,2024-12-16,50,28.16,33.95,0.36,High,Waxing,Tuna,125.8
8.4956,79.3113,2024-01-29,30,27.61,34.86,1.85,High,Waning,Pomfret,70.6
10.3916,78.2961,2024-10-31,20,29.47,35.27,1.65,High,Quarter,Anchovy,60.6
9.5875,78.0471,2023-02-14,20,29.45,34.05,1.2,High,Waxing,Mackerel,58.7
8.1291,78.002,2023-10-08,10,31.0,34.39,0.95,Low,Waxing,Sardine,40.7
8.5629,79.6419,2024-10-29,5,26.53,33.95,0.94,High,New Moon,Seer Fish,84.9
8.3595,77.8575,2024-05-20,50,29.0,33.19,1.17,High,Waning,Sardine,109.1
10.2391,78.4366,2024-11-11,10,28.58,33.47,1.49,High,Waning,Tuna,35.6
9.3481,79.7249,2023-07-08,100,27.55,35.13,0.87,High,Full Moon,Tuna,134.7
8.7708,78.3052,2024-10-06,100,29.49,34.08,1.4,Low,Waning,Sardine,124.6
8.1772,77.8141,2023-10-07,20,28.43,35.89,1.21,Low,Waxing,Sardine,95.6
9.1754,78.2134,2024-12-18,30,29.15,34.08,1.79,High,Full Moon,Pomfret,100.7
9.6203,78.4345,2023-06-25,30,29.0,35.48,1.24,High,Waxing,Anchovy,31.2
8.7558,79.1188,2024-10-22,5,26.58,35.07,0.53,High,Waxing,Pomfret,41.5
9.6373,79.773,2023-01-30,20,26.47,34.58,0.98,Low,Waning,Anchovy,145.9
9.9719,78.6387,2023-03-08,50,26.13,34.03,1.93,Low,Full Moon,Mackerel,96.1
9.9143,78.2532,2023-09-02,20,30.53,34.97,1.48,Low,Full Moon,Pomfret,108.4
8.865,79.3345,2023-03-24,20,30.8,35.4,0.58,Low,Waxing,Anchovy,91.6
9.5969,78.8553,2024-12-24,20,27.08,35.47,1.83,High,Full Moon,Anchovy,141.3
8.9484,79.877,2024-06-14,10,29.75,34.9,0.55,High,Quarter,Tuna,145.7
9.9206,77.9768,2024-07-20,50,29.91,34.02,1.24,High,Quarter,Mackerel,113.5
9.1805,79.4921,2024-07-28,100,27.57,33.34,1.71,High,Full Moon,Mackerel,110.7
8.9135,79.0474,2023-12-09,70,28.16,34.24,0.13,Low,Waxing,Sardine,147.0
8.222,79.7063,2023-02-17,100,27.33,34.68,1.06,Low,Quarter,Anchovy,14.3
8.6589,79.7415,2023-10-09,70,29.33,33.54,1.22,High,New Moon,Seer Fish,23.1
9.8649,79.1938,2024-08-26,30,28.25,35.83,1.3,Low,New Moon,Mackerel,122.0
9.571,78.0287,2024-11-22,30,26.92,33.6,1.64,High,Quarter,Sardine,80.5
8.0713,78.7405,2024-06-09,20,29.96,34.37,1.91,Low,New Moon,Pomfret,101.8
8.9986,77.5771,2023-05-11,30,29.19,34.32,1.8,Low,Full Moon,Mackerel,95.6
9.0827,79.0269,2024-12-02,100,28.57,35.33,1.01,High,Waning,Mackerel,64.8
9.512,79.2506,2023-04-25,100,26.7,33.03,1.7,Low,Waning,Tuna,87.5
8.0411,79.7185,2023-06-12,5,27.35,34.65,0.26,Low,Full Moon,Seer Fish,73.2
9.555,77.7346,2023-10-18,100,30.78,33.73,1.74,High,Full Moon,Mackerel,45.3
9.6606,77.7285,2023-11-23,20,27.08,33.1,1.65,High,Waning,Mackerel,35.4
8.8742,79.7507,2024-09-08,50,28.94,33.85,1.16,Low,Quarter,Seer Fish,144.0
8.3857,79.5904,2023-09-15,10,26.54,33.46,1.48,High,New Moon,Tuna,149.0
10.0718,78.5829,2023-06-01,30,26.47,33.7,1.46,High,Quarter,Mackerel,64.9
9.0771,78.5951,2024-05-25,100,26.41,33.69,0.72,High,Waning,Anchovy,117.1
10.488,78.379,2023-10-26,70,30.27,34.79,0.39,High,Quarter,Sardine,52.0
9.6559,77.6274,2024-03-29,10,30.4,35.75,1.72,Low,New Moon,Sardine,79.5
10.1274,79.3471,2023-09-22,5,29.57,35.07,1.26,High,New Moon,Tuna,125.4
8.4951,77.572,2023-05-08,20,28.89,35.58,0.93,Low,Quarter,Mackerel,119.7
9.8729,77.5697,2024-04-25,5,29.68,34.89,1.28,Low,New Moon,Pomfret,56.3
8.1018,78.7975,2024-02-04,5,26.04,34.82,1.49,Low,Quarter,Sardine,46.2
9.595,79.0514,2024-08-10,70,29.5,33.15,0.76,Low,Quarter,Mackerel,17.6
9.3107,79.9474,2023-05-09,5,27.25,34.92,1.67,Low,Quarter,Mackerel,35.0
8.831,78.228,2024-03-17,50,27.25,33.54,2.0,Low,Quarter,Mackerel,128.4
8.8671,78.1113,2024-12-11,50,30.3,35.13,0.35,Low,New Moon,Tuna,102.8
9.2597,79.9887,2023-02-10,100,30.33,35.16,0.37,Low,Waxing,Sardine,9.1
8.5478,78.8291,2023-11-28,5,29.23,33.35,1.14,High,Quarter,Sardine,149.2
9.8966,78.4262,2024-12-13,100,29.6,34.71,1.65,High,New Moon,Pomfret,46.2
8.0369,77.7822,2024-10-06,20,28.52,33.38,1.1,Low,Waning,Tuna,72.6
9.1196,77.5218,2024-07-30,50,29.18,35.92,1.44,High,Waning,Pomfret,58.4
8.0703,79.822,2023-05-16,50,30.2,35.8,1.44,Low,Full Moon,Tuna,52.3
9.2949,79.2447,2023-09-06,70,28.08,34.14,1.85,High,New Moon,Seer Fish,100.0
9.718,77.8881,2024-01-13,100,29.97,34.81,1.8,High,New Moon,Mackerel,128.0
8.3386,79.6474,2024-01-14,30,29.41,33.32,0.63,Low,New Moon,Tuna,51.9
9.0909,79.5097,2023-09-26,100,28.43,35.67,0.72,Low,Full Moon,Anchovy,95.1
8.72,79.3114,2024-10-22,50,26.73,33.32,0.83,Low,Waxing,Anchovy,50.9
10.0478,79.0679,2023-09-11,100,26.48,33.17,1.68,High,Full Moon,Tuna,138.5
9.5055,79.5523,2023-08-08,30,27.46,34.0,1.38,High,Waning,Anchovy,52.2
9.3081,77.7152,2024-03-17,5,28.77,34.99,1.0,Low,Waxing,Anchovy,148.6
9.7804,78.0644,2023-07-26,5,29.64,35.44,0.83,High,New Moon,Mackerel,135.9
8.0338,78.4992,2024-04-26,10,29.37,34.98,1.88,Low,Waning,Anchovy,63.6
9.6932,79.2475,2023-06-14,70,30.78,33.27,1.41,High,Quarter,Anchovy,101.3
10.4434,79.5186,2024-01-04,5,29.0,34.08,0.52,Low,Full Moon,Tuna,16.7
10.0896,78.8345,2023-08-08,50,29.06,34.04,0.93,High,Full Moon,Seer Fish,54.2
8.4941,77.8228,2024-04-03,10,27.12,33.82,1.8,Low,Full Moon,Mackerel,86.7
9.4476,79.1119,2024-11-09,10,28.1,34.82,0.93,Low,Quarter,Sardine,125.7
10.3546,79.5758,2023-07-25,100,26.22,33.3,0.47,High,Waxing,Anchovy,24.0
10.4208,77.5365,2023-03-31,5,29.15,35.77,0.46,High,Waning,Mackerel,17.4
8.1658,77.5138,2023-07-12,50,30.27,33.88,0.39,Low,Waxing,Pomfret,114.4
10.3359,79.1375,2024-10-12,20,28.45,35.67,0.57,High,Waxing,Mackerel,138.1
9.0523,77.5169,2024-05-31,100,27.21,34.72,1.31,Low,New Moon,Anchovy,113.6
10.4197,78.8843,2023-04-28,10,27.01,34.19,0.24,Low,Waning,Anchovy,81.5
8.2821,79.076,2023-03-28,70,26.31,33.39,0.44,High,Waxing,Pomfret,19.3
8.3514,79.5847,2024-11-26,30,29.46,33.86,0.43,Low,Waning,Anchovy,44.5
8.741,79.3586,2024-06-07,10,27.13,33.6,1.42,Low,Full Moon,Seer Fish,141.6
10.068,77.9966,2023-07-25,5,28.2,35.87,0.99,Low,Full Moon,Tuna,77.4
9.1642,79.4986,2023-11-01,5,26.75,35.84,0.77,Low,Quarter,Pomfret,16.7
8.2862,78.2713,2023-05-29,50,30.5,34.0,1.31,Low,Waxing,Sardine,13.6
9.0306,79.7519,2024-10-02,5,30.47,33.15,0.54,Low,Waxing,Seer Fish,108.1
8.3409,78.3767,2024-04-02,50,26.53,33.09,1.31,High,New Moon,Anchovy,135.4
9.7775,78.428,2024-12-27,100,29.72,33.03,0.44,Low,New Moon,Seer Fish,143.0
9.3122,78.624,2024-11-28,50,27.66,33.89,1.45,High,Waxing,Tuna,106.2
8.903,79.3413,2024-05-20,100,29.42,34.05,1.83,Low,Waning,Sardine,141.9
9.8557,79.9152,2024-11-17,30,26.44,34.47,1.52,Low,Waxing,Anchovy,33.0
10.3321,77.948,2024-09-01,20,27.36,34.87,0.48,Low,New Moon,Pomfret,67.2
10.0244,78.8982,2024-04-03,5,26.06,34.42,0.1,High,Waning,Anchovy,125.0
9.6834,78.1822,2023-04-13,30,28.38,33.77,1.26,High,New Moon,Mackerel,60.2
9.0257,77.6022,2023-11-21,50,29.09,33.3,1.9,High,New Moon,Sardine,120.4
9.8598,79.8504,2024-07-05,10,29.25,33.12,0.76,Low,Full Moon,Sardine,25.7
9.7473,79.5355,2024-01-08,30,26.64,34.9,0.67,Low,New Moon,Sardine,53.4
8.1714,79.8577,2024-02-03,20,28.63,35.14,1.59,High,New Moon,Tuna,12.8
8.3257,79.1577,2023-05-19,30,26.4,33.68,0.14,High,Quarter,Anchovy,60.8
10.4599,77.797,2024-09-25,30,30.14,33.22,0.24,Low,Waxing,Seer Fish,139.9
8.2525,79.2927,2024-04-27,70,26.35,34.25,0.89,High,New Moon,Tuna,56.4
8.9626,79.338,2024-04-07,100,27.64,33.51,0.87,Low,Waning,Anchovy,20.7
9.566,77.6788,2023-09-02,20,30.38,33.21,0.86,High,Full Moon,Anchovy,135.8
9.3688,78.8551,2024-02-29,100,29.97,35.5,1.78,Low,Waning,Anchovy,36.6
9.3894,79.1481,2024-02-20,20,29.45,33.36,0.33,Low,Full Moon,Seer Fish,16.9
9.2152,77.9309,2023-08-12,70,28.7,34.53,0.62,High,Quarter,Seer Fish,61.0
9.0222,78.8283,2024-06-12,100,27.9,33.49,0.55,High,New Moon,Sardine,103.2
9.3144,78.0955,2024-04-06,100,27.49,35.97,0.66,High,Quarter,Anchovy,148.5
9.289,78.7039,2024-08-08,20,26.28,33.4,1.19,High,Quarter,Anchovy,91.5
9.8891,78.4747,2023-08-27,50,28.76,35.3,0.49,Low,Full Moon,Mackerel,46.3
9.0054,78.1781,2024-07-03,30,29.84,33.49,1.67,High,Full Moon,Sardine,128.4
10.2726,77.5047,2024-10-15,20,30.74,33.49,1.27,Low,Waning,Mackerel,52.7
8.0505,79.0191,2023-07-20,30,29.24,33.15,1.54,High,Waxing,Sardine,36.0
9.5815,77.515,2024-03-05,70,30.98,35.96,0.25,Low,Full Moon,Anchovy,37.2
9.3535,79.4192,2024-05-29,20,30.6,35.08,0.66,High,Full Moon,Sardine,5.3
9.5132,78.1751,2023-04-01,10,27.86,33.42,0.34,High,Waning,Seer Fish,107.8
8.2308,78.8708,2023-02-13,100,30.76,33.1,1.93,High,Waning,Anchovy,61.7
9.1708,78.2418,2023-02-22,100,27.82,33.56,1.22,High,New Moon,Sardine,112.9
9.6379,78.8392,2024-05-14,50,29.74,33.46,0.54,Low,Quarter,Tuna,126.2
9.239,79.1401,2023-09-24,30,30.89,34.44,1.75,High,Waxing,Mackerel,45.6
9.168,78.9604,2023-10-22,20,26.89,33.79,1.01,Low,Quarter,Tuna,46.7
8.1223,78.4436,2024-08-10,10,26.23,34.54,1.31,Low,New Moon,Pomfret,25.1
8.3698,79.7156,2023-08-31,70,28.7,35.05,0.92,High,Waning,Pomfret,48.9
9.4613,77.6647,2023-11-11,100,27.9,33.29,0.36,High,Waning,Mackerel,48.4
8.912,79.3174,2023-04-10,70,30.57,35.21,1.51,Low,Quarter,Mackerel,47.9
8.4137,79.6271,2024-02-07,30,28.48,35.03,0.3,Low,Waning,Pomfret,55.3
8.7672,78.7371,2023-09-28,20,27.19,35.24,0.95,Low,Quarter,Mackerel,37.5
9.1342,77.8894,2023-01-09,5,29.58,35.26,1.04,Low,Full Moon,Seer Fish,41.9
8.5852,77.7318,2023-12-31,100,28.65,33.13,1.24,Low,Waning,Pomfret,20.3
9.6833,77.9712,2024-09-09,50,30.17,34.74,1.72,High,New Moon,Pomfret,145.5
8.9862,78.258,2024-10-07,5,27.73,35.87,0.52,Low,New Moon,Seer Fish,83.0
9.308,78.2013,2024-01-22,70,28.83,35.96,1.32,High,Full Moon,Pomfret,71.1
9.8245,79.9346,2024-04-26,70,27.31,35.9,0.54,Low,Full Moon,Tuna,15.3
9.9277,78.7629,2024-10-14,70,30.5,35.49,0.29,Low,Waning,Anchovy,112.1
8.6259,79.4815,2023-06-21,50,27.31,34.51,0.21,High,Full Moon,Sardine,111.8
9.2963,77.9246,2024-04-03,20,29.33,34.96,1.86,High,Quarter,Seer Fish,144.8
10.1195,77.8373,2023-09-02,70,26.61,34.6,0.61,High,Waxing,Sardine,97.1
10.4626,77.6263,2024-07-22,50,27.97,34.12,1.09,Low,New Moon,Anchovy,117.6
8.4444,77.9846,2024-10-24,10,27.67,35.68,0.48,Low,New Moon,Anchovy,51.3
8.7925,78.3166,2024-04-16,10,29.23,35.04,1.94,High,Waxing,Mackerel,112.0
9.6122,79.0775,2023-04-15,50,30.47,33.88,1.51,Low,Waning,Tuna,28.8
9.9271,78.8094,2023-09-28,30,29.65,34.92,0.1,Low,Quarter,Pomfret,15.6
10.3507,78.2168,2023-10-07,30,28.61,35.75,0.5,High,Quarter,Pomfret,7.4
9.5997,77.98,2023-07-16,20,26.96,33.77,1.94,High,Waning,Pomfret,111.4
8.8501,78.6737,2024-08-31,30,28.74,34.91,1.87,High,Waning,Anchovy,6.1
8.5365,77.8448,2023-06-21,100,29.27,34.11,0.35,Low,Waxing,Pomfret,110.2
9.1851,77.6952,2024-02-07,70,30.26,34.22,0.1,High,Waxing,Pomfret,26.7
10.0421,78.5635,2024-12-05,20,29.66,35.69,0.63,High,Waxing,Pomfret,102.7
8.9568,79.1934,2024-03-29,30,26.2,35.9,0.11,Low,New Moon,Pomfret,82.3
9.986,79.4266,2024-08-04,10,28.17,34.19,0.87,Low,Full Moon,Anchovy,134.5
9.2691,79.0355,2023-12-12,70,27.65,35.85,1.71,High,Waxing,Sardine,131.8
8.5181,79.0723,2024-07-27,20,27.79,35.86,1.04,Low,Full Moon,Tuna,22.2
8.774,78.1308,2023-03-27,20,30.8,33.41,0.31,High,Full Moon,Pomfret,55.2
10.4348,78.8374,2024-05-19,5,29.99,33.62,1.69,High,Waning,Sardine,107.7
10.4296,79.4779,2024-03-06,50,30.3,34.71,0.22,Low,Quarter,Anchovy,74.5
9.9911,77.9905,2023-10-05,70,30.54,34.76,1.39,High,Waxing,Sardine,117.4
9.1568,79.2526,2023-10-30,30,29.6,34.28,0.54,Low,New Moon,Mackerel,6.0
10.0374,79.9584,2023-07-09,50,27.7,35.4,0.63,Low,Full Moon,Tuna,119.3
8.8469,78.5868,2023-07-12,20,28.29,33.22,0.7,High,New Moon,Sardine,148.8
9.2521,78.7829,2023-04-05,20,27.2,33.36,1.39,Low,Quarter,Mackerel,129.7
9.2964,78.5093,2024-05-06,100,26.76,33.9,0.54,High,Waxing,Seer Fish,50.8
10.1653,79.082,2023-06-19,10,26.47,35.41,0.43,Low,New Moon,Mackerel,84.8
8.5502,79.5298,2024-12-21,30,29.08,33.18,0.5,High,Full Moon,Tuna,96.5
10.196,78.6549,2024-12-25,10,26.48,34.18,1.48,High,Quarter,Sardine,143.3
8.0479,78.7851,2023-10-09,30,29.88,35.03,1.16,Low,New Moon,Tuna,25.0
8.8952,78.8708,2024-05-28,5,29.58,35.5,1.63,High,New Moon,Mackerel,112.1
10.1796,78.0162,2024-04-27,100,26.27,34.34,1.25,High,Quarter,Sardine,26.6
